ID,Condition,Repetition,Targetindex,Targetposition(absolute),Targetsize(absolute),Timestamp(Teststart),Timestamp(Rep_load),Timestamp(clicked)
345,normal,0,97,"797, 433",40,1620677073.0862374,1620677073.0955286,1620677074.2862701
345,normal,1,15,"142, 143",40,1620677073.0862374,1620677074.3156276,1620677075.3742018
345,normal,2,53,"445, 323",40,1620677073.0862374,1620677075.393728,1620677076.269509
